cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,beta,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,0,11.4447,38.9432,0.0503448,10.869,36.8796,0.06
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,1,4.2016,36.3511,0.21706,2.3827,33.5299,0.48
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,2,5.47838,33.3886,0.652559,4.05719,29.6966,0.76
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,3,7.86851,30.385,0.662359,5.95058,28.474,0.76
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,4,8.93993,30.5083,0.665299,6.12637,27.5414,0.76
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,5,7.84712,31.3552,0.665299,4.78228,27.2726,0.76
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,6,6.79377,31.6267,0.653612,3.66389,26.8616,0.76
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,7,6.16461,31.4604,0.58167,2.78001,26.1414,0.84
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,8,7.6867,31.5355,0.544791,3.31491,25.4422,0.78
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,9,9.20119,31.6727,0.47118,4.35719,25.125,0.72
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,10,12.6136,33.4241,0.635209,4.70021,26.6263,0.82
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,11,9.13356,31.6509,0.574338,1.77451,23.5889,0.8
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,12,7.87514,31.2328,0.462904,3.13381,24.1785,0.64
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,13,7.21363,31.335,0.495608,1.75825,23.3674,0.66
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,14,7.36461,32.3718,0.548748,1.16182,22.8888,0.82
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,15,7.71621,32.5913,0.554083,0.850226,22.0769,0.86
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,16,8.10397,32.5175,0.540363,0.736179,21.3048,0.86
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,17,8.83801,32.7266,0.511615,1.2349,20.6639,0.82
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,18,10.0367,33.4816,0.494229,1.5805,19.8025,0.8
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,19,11.6672,34.9913,0.482033,1.57408,19.3406,0.82
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,20,12.7349,35.5894,0.450345,2.07319,18.811,0.76
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,21,13.5169,35.4557,0.438875,3.62919,18.4996,0.7
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,22,14.4518,36.5246,0.466497,2.06614,18.373,0.76
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,23,14.6101,36.0801,0.472704,2.7217,17.6147,0.78
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,24,14.6972,36.6536,0.468022,1.15421,16.8824,0.84
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,25,15.8444,38.432,0.436479,0.637256,17.5388,0.94
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,26,14.3431,35.3481,0.434229,4.89038,19.2298,0.64
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,27,14.3684,35.8613,0.48196,1.95935,16.4953,0.8
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,28,15.8218,38.0259,0.508494,0.98007,18.4162,0.86
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,29,14.4547,36.3668,0.465154,1.90644,16.1089,0.8
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,30,13.9959,34.5941,0.43441,5.74079,18.4676,0.62
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,31,13.1518,34.7093,0.446425,4.01514,17.3876,0.66
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,32,12.4775,35.9897,0.475935,1.56287,16.0542,0.82
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,33,13.8158,37.3917,0.5098,0.79381,16.8599,0.9
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,34,13.2667,36.4933,0.511252,0.648565,15.4108,0.94
