cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,beta,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,0,12.0648,50.4856,0.327223,9.90653,47.7011,0.4
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,1,10.0022,49.3446,0.327223,7.95662,46.2143,0.4
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,2,8.85079,48.8033,0.327223,7.04084,45.6016,0.4
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,3,7.34676,48.3069,0.327223,6.03469,45.0684,0.4
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,4,5.92225,47.813,0.327223,5.06322,44.6812,0.4
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,5,4.76262,47.3254,0.328203,4.18364,44.3229,0.42
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,6,4.15733,46.8685,0.368312,3.74769,44.0118,0.4
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,7,4.49087,46.459,0.400363,4.24163,43.7092,0.32
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,8,5.28332,46.0934,0.414192,5.2263,43.3917,0.36
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,9,6.07254,45.7801,0.416951,5.97904,43.0315,0.42
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,10,6.7138,45.5152,0.418802,6.31605,42.6407,0.44
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,11,7.26111,45.2769,0.421343,6.62942,42.2745,0.42
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,12,7.78981,45.0595,0.421162,6.88193,41.8801,0.42
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,13,8.31168,44.8525,0.422686,7.05521,41.4595,0.42
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,14,8.85466,44.6501,0.421742,7.13705,41.0165,0.42
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,15,9.42175,44.4499,0.42265,7.05237,40.5196,0.46
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,16,10.1175,44.2552,0.423739,7.14399,39.9867,0.5
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,17,10.9401,44.0618,0.424682,7.30214,39.442,0.5
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,18,11.6781,43.9388,0.423702,7.51138,38.9085,0.52
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,19,12.2334,43.8856,0.423739,7.48067,38.2255,0.56
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,20,12.9435,43.8094,0.427368,7.46403,37.6253,0.58
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,21,13.6918,43.839,0.429474,7.48502,37.083,0.54
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,22,14.3141,43.9556,0.42686,7.63145,36.5094,0.52
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,23,15.0839,44.0726,0.427695,7.57365,35.8231,0.54
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,24,15.7466,44.1673,0.433648,7.78668,35.6237,0.44
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,25,15.6551,44.3879,0.421089,6.87752,34.7906,0.58
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,26,15.7265,44.6275,0.417278,6.61052,34.2906,0.6
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,27,15.8628,44.6718,0.425771,5.53149,33.7358,0.56
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,2,9,551,28,15.9893,44.8125,0.427441,5.51532,33.6564,0.6
