cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,beta,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,0,27.7979,53.2781,0.229583,24.5871,51.281,0.26
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,1,23.2725,49.9622,0.229583,20.6223,48.6516,0.26
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,2,11.7442,46.3461,0.238258,8.86979,44.9899,0.38
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,3,7.43251,43.3998,0.320835,5.57093,42.4834,0.4
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,4,7.31601,41.9169,0.324102,6.24325,40.7676,0.42
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,5,7.00843,41.4253,0.371397,6.06403,39.5883,0.54
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,6,8.4407,41.8674,0.379782,6.98845,39.1503,0.56
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,7,11.77,42.3259,0.36588,9.31061,38.5508,0.6
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,8,14.0147,42.1796,0.379927,10.5834,37.7971,0.62
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,9,16.7971,42.4417,0.3898,11.4492,37.114,0.64
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,10,20.2407,43.7463,0.367151,12.902,36.2731,0.64
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,11,20.1431,43.0759,0.406062,12.1928,36.0206,0.54
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,12,22.4687,44.3399,0.375898,10.1243,33.6711,0.66
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,13,24.9966,45.4224,0.361089,10.3317,33.1425,0.62
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,14,21.6101,44.6511,0.390309,7.07067,32.0658,0.68
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,15,24.677,44.7901,0.392341,8.0463,30.2445,0.7
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,16,27.015,45.9363,0.380726,7.47206,28.8333,0.64
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,17,25.0029,46.5475,0.376261,4.34621,27.7016,0.78
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,18,30.1655,47.6374,0.37539,6.41108,27.2867,0.7
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,19,25.343,47.3018,0.37343,3.73937,27.9623,0.86
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,20,31.5106,48.9986,0.373103,3.44187,23.2603,0.82
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,21,36.1934,51.274,0.357495,6.46201,24.4951,0.76
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,22,33.2576,50.8726,0.351906,4.29346,23.2844,0.84
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,23,33.1127,50.5833,0.371071,2.91384,21.697,0.86
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,24,31.2776,50.8348,0.35049,2.46519,20.9265,0.86
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,25,32.9657,51.4592,0.35147,2.83973,20.093,0.86
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,26,34.767,51.8421,0.365154,2.40683,18.8705,0.88
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,27,33.6995,51.8831,0.363303,0.855721,20.3328,0.86
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,28,35.5838,52.3361,0.373975,0.627998,19.6061,0.88
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,29,36.7667,52.8808,0.373249,2.81886,19.6844,0.84
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,30,33.4435,52.6304,0.348857,1.75333,19.6806,0.88
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,31,36.4162,53.1542,0.347949,4.21973,18.7922,0.8
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,32,35.8519,52.708,0.358548,3.3029,17.8643,0.86
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,33,34.0782,52.037,0.367514,1.9503,18.2607,0.94
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,34,33.8133,51.7524,0.365989,1.63091,17.2078,0.94
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,35,34.4159,51.8726,0.360036,1.97465,16.4029,0.9
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,36,34.5398,51.8966,0.358766,1.96343,17.0792,0.88
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,37,34.338,51.6309,0.361053,1.84744,16.0546,0.9
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,38,33.3223,51.3691,0.364102,1.34906,15.7927,0.94
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,39,32.8027,51.3958,0.364102,1.22044,15.6911,0.96
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,40,33.7094,51.8868,0.358911,1.11781,14.6818,0.96
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,41,34.9659,52.4548,0.351252,1.71607,14.6285,0.92
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,42,34.9355,52.6777,0.35049,1.53432,14.0354,0.94
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,43,34.0651,52.661,0.355608,0.976661,13.6051,0.96
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,44,34.3686,52.9888,0.35539,0.933961,13.0445,0.94
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,45,35.5866,53.5078,0.354773,1.04125,12.8783,0.9
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,46,35.7501,53.6944,0.356407,0.732511,12.622,0.96
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,47,35.9336,53.9499,0.355717,0.858578,12.1847,0.96
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,48,35.9158,54.1971,0.347441,0.978264,11.737,0.94
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,49,35.7144,54.3189,0.348603,0.852421,11.4875,0.94
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,50,36.9626,54.6057,0.34853,1.43483,11.4838,0.92
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,51,34.4496,54.6174,0.345626,0.483331,13.5772,0.98
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,52,36.2585,54.6398,0.352813,0.993312,11.7831,0.94
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,53,35.9131,54.6916,0.346352,0.760378,10.6636,0.98
rmse,last,20,0.005,50,500,1.0,0.0,3,2,5,3,25,551,54,34.3388,54.5787,0.340907,0.654665,11.5823,0.96
